,feature_names,target_names,task_id
4539,"('Labor', 'Capital', 'Technology', 'Regulation')",Production,4539
4540,"('Height', 'GripStrength', 'Flexibility', 'Endurance')",SportsPerformance,4540
4541,"('Purity', 'Hardness', 'Clarity', 'Cut')",DiamondValue,4541
4542,"('ProcessorSpeed', 'RAM', 'Graphics', 'Storage')",GamingCapability,4542
4543,"('Population', 'Unemployment', 'Inflation', 'TradeBalance')",EconomicGrowth,4543
4544,"('Fat', 'Protein', 'Fiber', 'Carbohydrates')",NutritionalValue,4544
4545,"('Size', 'Color', 'Symmetry', 'Scarring')",TomatoQuality,4545
4546,"('Acidity', 'Sweetness', 'Body', 'Tannins')",WineQuality,4546
4547,"('Aroma', 'Acidity', 'Body', 'Flavor')",CoffeeQuality,4547
4548,"('Friendliness', 'Cleanliness', 'Amenities', 'Location')",HotelRating,4548
4549,"('BrakingDistance', 'Cornering', 'Acceleration', 'TopSpeed')",LapTime,4549
4550,"('wingspan', 'musculature', 'plumage', 'courtshipdance')",matingsuccess,4550
4551,"('legstrength', 'cardiovascularhealth', 'flexibility', 'technique')",racetime,4551
4552,"('InterestRates', 'Unemployment', 'GDP', 'TradeDeficit')",CurrencyValue,4552
4553,"('caffeinecontent', 'fibercontent', 'vitamincontent', 'servingsize')",energylevel,4553
4554,"('linesofcode', 'cyclomaticcomplexity', 'cohesion', 'coupling')",softwarequality,4554
4555,"('wires', 'resistors', 'capacitors', 'transistors')",circuitperformance,4555
4556,"('lyrics', 'melody', 'harmony', 'rhythm')",songpopularity,4556
4557,"('acting', 'plot', 'visuals', 'music')",movierating,4557
4558,"('tires', 'aerodynamics', 'fuelefficiency', 'horsepower')",laptime,4558
4559,"('Nitrogen', 'Phosphorus', 'Potassium', 'sunlighthours')",plantheight,4559
4560,"('bulletsfired', 'distancetotarget', 'windspeed', 'gunsteadiness')",shootingaccuracy,4560
4561,"('fatcontent', 'sugarcontent', 'fibercontent', 'proteincontent')",nutritionscore,4561
4562,"('numberofemployees', 'averageemployeetenure', 'R&Dspending', 'executiveleadership')",companyculture,4562
4563,"('numberofusers', 'userengagement', 'referralrate', 'branding')",appdownloads,4563
4564,"('drumtightness', 'stringgauge', 'neckrelief', 'electronics')",guitartone,4564
4565,"('ingredientscost', 'laborcost', 'rent', 'customersatisfaction')",restaurantprofit,4565
4566,"('musclegain', 'fatloss', 'diet', 'exerciseroutine')",bodytransformation,4566
4567,"('linesofdialogue', 'characterarcs', 'plottwists', 'CGIbudget')",IMDbrating,4567
4568,"('gears', 'suspension', 'aerodynamics', 'horsepower')",topspeed,4568
4569,"('flighttime', 'payloadcapacity', 'operatingconditions', 'reliability')",dronerange,4569
4570,"('transistors', 'capacitors', 'logicgates', 'clockspeed')",computingpower,4570
4571,"('lenses', 'sensorsize', 'imageprocessor', 'autofocussystem')",imagequality,4571
4572,"('bass', 'treble', 'soundstage', 'poweroutput')",headphonesoundquality,4572
4573,"('bladesteel', 'handlematerial', 'craftsmanship', 'aesthetics')",knifevalue,4573
4574,"('actingability', 'singingtalent', 'dancingskill', 'likeability')",Broadwaysuccess,4574
4575,"('doughingredients', 'proofingtime', 'oventemperature', 'crustcrispness')",pizzaquality,4575
4576,"('CPUcores', 'RAMcapacity', 'GPUspeed', 'storagetype')",gamingFPS,4576
4577,"('fatcontent', 'fibercontent', 'sugarcontent', 'proteincontent')",icecreamdeliciousness,4577
4578,"('malwaredetection', 'encryptionlevel', 'backupfrequency', 'firewallstrength')",networksecurity,4578
4579,"('chordvoicings', 'improvisation', 'rhythm', 'intonation')",jazzperformance,4579
4580,"('woolquality', 'patterncomplexity', 'seamfinish', 'designerprestige')",sweaterprice,4580
4581,"('flightcontrols', 'enginepower', 'payloadcapacity', 'range')",combateffectiveness,4581
4582,"('proofstrength', 'thermalinsulation', 'corrosionresistance', 'ductility')",pipelinequality,4582
4583,"('pestresistance', 'droughttolerance', 'yieldpotential', 'maturitytime')",cropproductivity,4583
4584,"('tyrecompound', 'aerodynamicefficiency', 'driverability', 'pitstoptimes')",racevictory,4584
4585,"('actingrange', 'emotionaldepth', 'physicaltransformation', 'boxofficedraw')",Oscarbuzz,4585
4586,"('componentsintegration', 'userexperience', 'platformsupport', 'backwardscompatibility')",consoleadoption,4586
4587,"('harmonicrichness', 'dynamicexpression', 'artisticinterpretation', 'technicalmastery')",recordingpraise,4587
4588,"('ingredientssynergies', 'platingartistry', 'texturecontrasts', 'winepairings')",tastingmenuraves,4588
4589,"('lyricalwit', 'productionsheen', 'culturalrelevance', 'streamingtotals')",hitstatus,4589
4590,"('actingprecision', 'narrativecomplexity', 'visualsplendor', 'thematicresonance')",cinematicgreatness,4590
4591,"('thermalefficiency', 'powerdensity', 'emissionspurity', 'noisequality')",engineexcellence,4591
4592,"('cushoning', 'stability', 'flexibility', 'durability')",runningshoemagic,4592
4593,"('dynamicrange', 'tonalbalance', 'soundstagewidth', 'imaging')",audiobliss,4593
4594,"('bodyrigidity', 'suspensioncompliance', 'steeringfeel', 'brakingfinesse')",drivingengagement,4594
4595,"('UXintuitiveness', 'hardwareintegration', 'appecosystem', 'brandloyalty')",platformstickiness,4595
4596,"('proofingconditions', 'ingredientquality', 'ovenspring', 'crustproperties')",artisanalperfection,4596
4597,"('barrelchar', 'mashbill', 'warehouselocation', 'bottlingproof')",bourbonnuance,4597
4598,"('bodyposition', 'bikefit', 'powertransfer', 'aerodynamicdrag')",timetrialsupremacy,4598
4599,"('moisturemanagement', 'temperatureregulation', 'compression', 'slipperiness')",sportswearexcellence,4599
4600,"('compoundstability', 'bioavailbility', 'doseresponse', 'sideeffects')",drugoptimality,4600
4601,"('edgekeenness', 'bladegeometry', 'massdistribution', 'handleergonomics')",cuttingperfection,4601
4602,"('ingredientcompatibility', 'preparationmastery', 'platingartistry', 'winematching')",culinaryrapture,4602
4603,"('actingrange', 'characterembodiment', 'narrativecomplexity', 'thematicimpact')",performancebrilliance,4603
4604,"('dynamicexpression', 'harmonicrichness', 'artisticinterpretation', 'technicalcontrol')",musicaltranscendence,4604
4605,"('premiseoriginality', 'plotunpredictability', 'tonalconsistency', 'characterbelievability')",screenwritingvirtuosity,4605
4606,"('surgicalprecision', 'diagnosticacuity', 'bedsidemanner', 'teamleadership')",patientoutcomes,4606
4607,"('materialsscience', 'manufacturingprocess', 'qualitytesting', 'safetyengineering')",productreliability,4607
4608,"('searchrelevance', 'easeofuse', 'loadingspeeds', 'customizability')",webportalbelovedness,4608
4609,"('creativeengineering', 'industrialdesign', 'userfocus', 'brandmagic')",productlustworthiness,4609
4610,"('loopcomplexness', 'samplechoices', 'EQjudgments', 'lyricismlevels')",beattapedopeness,4610
4611,"('actingtechnique', 'emotionalavailability', 'characterembodiment', 'directorialmidwifery')",performancealchemy,4611
4612,"('ingredientsinterplay', 'preparationfinesse', 'platingartistry', 'hospitalityradiance')",diningspellbindingness,4612
4613,"('athleticism', 'courtcoverage', 'shotmaking', 'mentalfortitude')",GrandSlamlikeliness,4613
4614,"('materialschemistry', 'cellmicrostructure', 'thermalmanagement', 'dischargecurve')",batterybreakthroughness,4614
4615,"('dataaggregation', 'statisticalmodeling', 'predictioncalibration', 'transparency')",AItrustworthiness,4615
4616,"('UIintuitiveness', 'hardwarespecs', 'developersupport', 'backwardscompatibility')",consolebelovedness,4616
4617,"('doughintegrity', 'cheesemeltiness', 'saucesweetness', 'toppingdistribution')",pizzaperfection,4617
4618,"('actingrange', 'characterembodiment', 'thematicresonance', 'culturalimpact')",cinematiciconness,4618
4619,"('dynamicversatility', 'timbralrichness', 'ensembletightness', 'improvisationaldaring')",jazzensembleoneness,4619
4620,"('structuralefficiency', 'occupantsafety', 'ridecomfort', 'driverengagement')",automotivemeritoriousness,4620
4621,"('UXstreamlining', 'hardwareinnovation', 'developersupport', 'brandloyalty')",platformstickiness,4621
4622,"('materialsscience', 'opticalengineering', 'imageprocessing', 'autofocuscapabilities')",cameralustworthiness,4622
4623,"('edgegeometry', 'steeltype', 'heattreat', 'handlematerial')",bladeglory,4623
4624,"('giantsound', 'tuningstability', 'playingease', 'stagepresence')",guitargodliness,4624
4625,"('doughintegrity', 'saucesweetness', 'cheesepull', 'toppingdistribution')",pizzacraveability,4625
4626,"('actingtalent', 'vocalcontrol', 'danceability', 'likeability')",triplethreatlevel,4626
4627,"('ingredientsinterplay', 'preparationmastery', 'hospitalitywarmth', 'winematchingmagnificence')",culinarystay,4627
4628,"('Price', 'Weight', 'Length', 'Width')",Cost,4628
4629,"('Temperature', 'Pressure', 'Volume', 'Density')",Energy,4629
4630,"('Size', 'Weight', 'Age', 'Origin')",Price,4630
4631,"('Acidity', 'SugarContent', 'WaterContent', 'Fiber')",Sweetness,4631
4632,"('Hardness', 'Ductility', 'Strength', 'Conductivity')",Machinability,4632
4633,"('Velocity', 'Distance', 'Acceleration', 'Mass')",Force,4633
4634,"('Current', 'Resistance', 'Voltage', 'Capacitance')",Power,4634
4635,"('pH', 'Salinity', 'Turbidity', 'DissolvedOxygen')",WaterQuality,4635
4636,"('CropYield', 'Rainfall', 'SoilNutrients', 'Irrigation')",Profitability,4636
4637,"('Calories', 'Fat', 'Protein', 'Fiber')",NutritionalValue,4637
4638,"('Humidity', 'WindSpeed', 'CloudCover', 'Temperature')",Precipitation,4638
4639,"('Brightness', 'Contrast', 'Saturation', 'Hue')",ImageQuality,4639
4640,"('Frequency', 'Amplitude', 'Phase', 'Duration')",Sound,4640
4641,"('Sales', 'Advertising', 'Location', 'Competition')",Revenue,4641
4642,"('Mortality', 'Fertility', 'Immigration', 'Emigration')",PopulationGrowth,4642
4643,"('Supply', 'Demand', 'BarrierstoEntry', 'MarginalCost')",EquilibriumPrice,4643
4644,"('Literacy', 'SchoolEnrollment', 'TeacherQuality', 'Expenditure')",TestScores,4644
4645,"('Unemployment', 'InterestRates', 'Inflation', 'TradeBalance')",GDPGrowth,4645
4646,"('Size', 'Brilliance', 'Clarity', 'Cut')",DiamondPrice,4646
4647,"('Slope', 'Aspect', 'Elevation', 'Rainfall')",CropYield,4647
4648,"('Turbulence', 'Viscosity', 'Temperature', 'Pressure')",FluidFlow,4648
4649,"('HeartRate', 'BloodPressure', 'Weight', 'Cholesterol')",HealthRisk,4649
4650,"('CaloriesConsumed', 'Exercise', 'Genetics', 'StressLevel')",WeightGain,4650
4651,"('JobPerformance', 'Experience', 'Education', 'References')",Hiring,4651
4652,"('Brand', 'Features', 'Price', 'Availability')",Sales,4652
4653,"('AlcoholUse', 'Depression', 'SupportNetwork', 'CopingSkills')",WellBeing,4653
4654,"('Neurons', 'Synapses', 'Neurotransmitters', 'BrainRegion')",Cognition,4654
4655,"('DaysSincePlanting', 'Sunlight', 'Water', 'SoilType')",PlantHeight,4655
4656,"('Age', 'Mobility', 'ReactionTime', 'Vision')",DrivingAbility,4656
4657,"('Protein', 'Fat', 'Carbs', 'Fiber')",CaloricContent,4657
4658,"('CreditScore', 'Debt', 'Income', 'Assets')",LoanApprovalOdds,4658
4659,"('ProcessingPower', 'Memory', 'BatteryLife', 'ScreenSize')",ComputerPerformance,4659
4660,"('Innovation', 'Management', 'Culture', 'Funding')",StartupSuccess,4660
4661,"('CloudCover', 'DewPoint', 'WindSpeed', 'Pressure')",StormSeverity,4661
4662,"('Impurities', 'Temperature', 'Pressure', 'Catalyst')",ReactionRate,4662
4663,"('Atmosphere', 'Temperature', 'Water', 'Sunlight')",Habitability,4663
4664,"('Popularity', 'Originality', 'Technique', 'Composition')",PaintingPrice,4664
4665,"('RandDSpending', 'Patents', 'Expertise', 'Location')",Innovation,4665
4666,"('Emissions', 'EnergyUse', 'Waste', 'WaterUse')",EnvironmentalImpact,4666
4667,"('Price', 'Weight', 'Length', 'Width')",Cost,4667
4668,"('Temperature', 'Pressure', 'Volume', 'Mass')",Energy,4668
4669,"('Rainfall', 'CropYield', 'SoilNutrients', 'Sunlight')",HarvestSize,4669
4670,"('CrimeRate', 'PoliceFunding', 'JailCapacity', 'Unemployment')",PublicSafety,4670
4671,"('MilesDriven', 'GasPrice', 'FuelEfficiency', 'MaintenanceCost')",TotalGasExpense,4671
4672,"('Calories', 'Protein', 'Fat', 'Carbs')",WeightChange,4672
4673,"('StudyHours', 'SleepHours', 'StressLevel', 'TestDifficulty')",ExamScore,4673
4674,"('IngredientsCost', 'LaborCost', 'Rent', 'Advertising')",Profit,4674
4675,"('Height', 'ArmSpan', 'LegLength', 'TorsoLength')",Wingspan,4675
4676,"('SchoolFunding', 'TeacherSalary', 'ClassSize', 'ParentInvolvement')",TestScores,4676
4677,"('TendencytoShare', 'Empathy', 'Generosity', 'PeerPressure')",Donations,4677
4678,"('BrandAwareness', 'AdvertisingCost', 'ProductQuality', 'Competition')",Sales,4678
4679,"('CloudCover', 'Humidity', 'WindSpeed', 'Temperature')",ChanceofRain,4679
4680,"('Age', 'Income', 'JobSatisfaction', 'CommuteTime')",RetentionRate,4680
4681,"('Spending', 'Income', 'SavingsRate', 'Investments')",NetWorth,4681
4682,"('PracticeHours', 'CoachQuality', 'Equipment', 'InnateSkill')",Ranking,4682
4683,"('PopulationDensity', 'TaxRevenue', 'InfrastructureSpending', 'Regulations')",QualityofLife,4683
4684,"('Inventory', 'SupplierCost', 'ShelfLife', 'MarketSize')",ProfitMargin,4684
4685,"('UserEngagement', 'EmailsSent', 'RetargetingAds', 'LandingPageQuality')",SignUps,4685
4686,"('Creativity', 'Persistence', 'Passion', 'Luck')",Success,4686
4687,"('DrugDosage', 'BodyWeight', 'LiverFunction', 'KidneyFunction')",SideEffects,4687
4688,"('FiberIntake', 'FatIntake', 'ProteinIntake', 'CarbIntake')",Cholesterol,4688
4689,"('StudyTime', 'MemorizationTechnique', 'MaterialDifficulty', 'InterestLevel')",RecallAccuracy,4689
4690,"('LeadsGenerated', 'FollowUpRate', 'SalesPitch', 'MarketConditions')",ClosedDeals,4690
4691,"('CommuteLength', 'OfficeEnvironment', 'ManagerRelationship', 'GrowthOpportunities')",Retention,4691
4692,"('SugarIntake', 'ExerciseFrequency', 'Genetics', 'SleepQuality')",DiabetesRisk,4692
4693,"('ThreadCount', 'Softness', 'Durability', 'Price')",Sales,4693
4694,"('Population', 'LiteracyRate', 'Industrialization', 'TechnologyAccess')",EconomicGrowth,4694
4695,"('Courage', 'Resilience', 'SupportSystem', 'MentalHealth')",LifeSatisfaction,4695
4696,"('UVRays', 'OzoneLayerThickness', 'CloudCover', 'Latitude')",SkinDamage,4696
4697,"('MaintenanceFrequency', 'PartQuality', 'UsageLevel', 'Age')",BreakdownRate,4697
4698,"('GroundWater', 'Rainfall', 'EvaporationRate', 'Vegetation')",LakeLevel,4698
4699,"('Prominence', 'AirTime', 'ControversyLevel', 'Likeability')",Popularity,4699
4700,"('Budget', 'ActorPay', 'DirectorSkill', 'ReleaseDate')",BoxOffice,4700
4701,"('AlcoholUse', 'DepressionLevel', 'SupportNetwork', 'CopingSkills')",SuicideRisk,4701
4702,"('Calmness', 'Patience', 'Understanding', 'CommunicationStyle')",RelationshipSatisfaction,4702
4703,"('Treeheight', 'trunkdiameter', 'leafarea', 'canopydensity')",timbervolume,4703
4704,"('Length', 'width', 'thickness', 'weight')",shippingcost,4704
4705,"('Age', 'income', 'education', 'maritalstatus')",creditscore,4705
4706,"('Rainfall', 'temperature', 'soilpH', 'fertilizeramount')",cropyield,4706
4707,"('Acceleration', 'mass', 'frictioncoefficient', 'inclineangle')",finalvelocity,4707
4708,"('Studyhours', 'IQscore', 'classattendance', 'textbookchaptersread')",examscore,4708
4709,"('Batterage', 'mixingtime', 'oventemp', 'baketime')",cakefluffiness,4709
4710,"('Fabricthreadcount', 'fabricweight', 'dyecolorness', 'tailorskill')",dressbeauty,4710
4711,"('Fatherheight', 'motherheight', 'nutritionintake', 'activitylevel')",childheight,4711
4712,"('TVsize', 'viewingdistance', 'programexcitement', 'snackdeliciousness')",enjoymentrating,4712
4713,"('Lightbrightness', 'lightdirection', 'objectcolor', 'objecttexture')",visualappeal,4713
4714,"('Proteinamount', 'fatamount', 'carbamount', 'fiberamount')",foodtastiness,4714
4715,"('Cloudcover', 'humidity', 'windspeed', 'sunlighthours')",picnicpleasantness,4715
4716,"('Wheelsize', 'wheeltraction', 'vehicleweight', 'enginepower')",off,4716
4717,"('Brushtype', 'brushpressure', 'paintopacity', 'painterskill')",artbeauty,4717
4718,"('Housesize', 'yardsize', 'schooldistrictranking', 'commutetime')",homeprice,4718
4719,"('Memoryspeed', 'CPUcores', 'GPUpower', 'storagecapacity')",gamingperformance,4719
4720,"('Practicehours', 'naturalreflexes', 'strategycreativity', 'teammatesynergy')",matchoutcome,4720
4721,"('Gravity', 'launchangle', 'airresistance', 'initialspeed')",projectilerange,4721
4722,"('Woolquality', 'loomcomplexity', 'weaverskill', 'dyevibrancy')",tapestrybeauty,4722
4723,"('EngineCC', 'fuelmix', 'airintakesize', 'exhaustsystem')",horsepower,4723
4724,"('Fatcontent', 'sugarcontent', 'cocoapercentage', 'milktype')",chocolatecreaminess,4724
4725,"('Threadstrength', 'stitchpattern', 'seamalignment', 'fabricflexibility')",clothingdurability,4725
4726,"('Frequencyrange', 'drivermaterial', 'enclosuretype', 'poweroutput')",speakersoundquality,4726
4727,"('Lightwavelength', 'lensmaterial', 'lenscurvature', 'sensorresolution')",cameraimageclarity,4727
4728,"('Interestrate', 'investmentterm', 'risklevel', 'advisorskill')",returnoninvestment,4728
4729,"('Detergenttype', 'watertemperature', 'loadsize', 'machinemodel')",washeffectiveness,4729
4730,"('Guitarwood', 'stringsgauge', 'bodyshape', 'playerskill')",tonerating,4730
4731,"('Wooldensity', 'needlesize', 'stitchtension', 'knitterexperience')",sweatersoftness,4731
4732,"('Framematerial', 'wheeltype', 'gearingratio', 'riderfitness')",cyclingspeed,4732
4733,"('Processorspeed', 'RAMcapacity', 'storagetype', 'operatingsystem')",computerresponsiveness,4733
4734,"('Treespecies', 'pruningmethod', 'soilfertility', 'irrigationamount')",fruitquantity,4734
4735,"('Nightlystudytime', 'tutorquality', 'examdifficulty', 'questionrandomness')",studentexamscore,4735
4736,"('Particlevelocity', 'particlecharge', 'magneticfieldstrength', 'detectorsensitivity')",physicsmeasurementaccuracy,4736
4737,"('Ingredientcompatibility', 'preparationeffort', 'oventype', 'chefskill')",casseroleflavor,4737
4738,"('Filmresolution', 'pixeldensity', 'coloraccuracy', 'gammalevel')",picturequality,4738
4739,"('Fatiguelevel', 'workoutprogram', 'dietquality', 'lifestylefactors')",musclegain,4739
4740,"('Cloudtypes', 'windpatterns', 'temperaturefronts', 'precipitationmodels')",weatherforecastaccuracy,4740
4741,"('Woolorigin', 'loomtension', 'weavepattern', 'artisanskill')",rugvalue,4741
4742,"('Treeage', 'pruningtechnique', 'irrigationmethod', 'fertilizertype')",applesweetness,4742
4743,"('Threadcount', 'stitchingmethod', 'seamfinish', 'tailorexpertise')",suitquality,4743
4744,"('Ingredientratios', 'preparationmethod', 'cookingtime', 'cheftalent')",soupflavor,4744
4745,"('Lightingtype', 'stagedimensions', 'acoustics', 'musicianskill')",concertenjoyment,4745
4746,"('Particledensity', 'viscosity', 'containershape', 'temperature')",fluidflowrate,4746
4747,"('Filmpace', 'scenecomplexity', 'soundtrack', 'viewerengagement')",movieenjoyment,4747
4748,"('Couplecompatibility', 'lovelanguagealignment', 'conflictresolutionability', 'relationshipeffort')",marriageduration,4748
4749,"('Playerspeed', 'ballspin', 'netclearance', 'opponentdifficulty')",tennismatchperformance,4749
4750,"('Aromachemicals', 'vapordensity', 'wickstructure', 'oilpurity')",candlesmellstrength,4750
4751,"('Woolinsulation', 'frameconductivity', 'windowefficiency', 'HVACoutput')",hometemperatureregulation,4751
4752,"('Treeage', 'branchslope', 'canopyshape', 'lightexposure')",maplesyrupgrade,4752
4753,"('Yarnelasticity', 'knitpattern', 'rowgauge', 'seamstressskill')",sockscomfort,4753
4754,"('Harmoniccomplexity', 'tempo', 'keysignature', 'musiciantalent')",compositionbeauty,4754
4755,"('Scriptcohesion', 'characterbelievability', 'setproductionvalue', 'directorexperience')",moviewatchability,4755
4756,"('Legstrength', 'stridelength', 'lungcapacity', 'racestrategy')",marathonfinishtime,4756
4757,"('Ingredientcost', 'visualappeal', 'nutritionalbalance', 'cheftalent')",mealsatisfaction,4757
4758,"('Furdensity', 'clawsharpness', 'speed', 'stealth')",huntingsuccessrate,4758
4759,"('Beaksize', 'wingstructure', 'eyesight', 'habitatrange')",birdmigrationdistance,4759
4760,"('Venomtoxicity', 'fanglength', 'camouflageeffectiveness', 'temperaturetolerance')",snakesurvivability,4760
4761,"('Musclemass', 'legpower', 'oxygenefficiency', 'motivationlevel')",racepace,4761
4762,"('Woolquality', 'needleadaptability', 'stitchcomplexity', 'tailorexpertise')",coatwarmth,4762
4763,"('Woodhardness', 'carvingtool', 'lathesettings', 'craftsmanskill')",sculpturebeauty,4763
4764,"('Ingredientcompatibility', 'preparationmethod', 'marinadetime', 'grilltemperature')",steakdoneness,4764
4765,"('Guitarwoodtype', 'fretwiregauge', 'neckshape', 'playertechnique')",noteclarity,4765
4766,"('Yarnthickness', 'knittingneedles', 'stitchcount', 'craftsmanship')",sweaterdurability,4766
4767,"('Flowersugarcontent', 'airexposure', 'processingequipment', 'beekeeperskill')",honeypurity,4767
4768,"('Hidethickness', 'tanningchemicals', 'sewingequipment', 'leatherworkerskill')",walletdurability,4768
4769,"('Metalstrength', 'castingtemperature', 'moldcomplexity', 'smelterexpertise')",sculpturetoughness,4769
4770,"('Spicecombination', 'brothingredients', 'simmerduration', 'chefprowess')",souprichness,4770
4771,"('Paintviscosity', 'brushfibers', 'stroketechnique', 'artistvision')",artworkcolorvibrancy,4771
4772,"('Yeasthealth', 'kneadingeffort', 'prooftime', 'bakerskill')",breadairiness,4772
4773,"('Tealeafquality', 'steepingtemperature', 'infusionduration', 'baristajudgment')",beverageflavor,4773
4774,"('Fabricweave', 'sewingmachinesettings', 'patternintricacy', 'tailorcompetency')",dresssilhouette,4774
4775,"('Fertilizercomponents', 'irrigationregularity', 'pruningaptitude', 'gardenerunderstanding')",flowerabundance,4775
4776,"('Woolorigin', 'cardingmethod', 'spinningproficiency', 'dyecomposition')",yarncolordepth,4776
4777,"('Treeage', 'tappingskill', 'filterporesize', 'sugarmasterexpertise')",maplesyrupclarity,4777
4778,"('Pepperripeness', 'salttexture', 'spicebalance', 'chefprowess')",salsazest,4778
4779,"('Metalductility', 'weldingposition', 'electrodeangle', 'welderdexterity')",jointstrength,4779
4780,"('Yeaststrain', 'mashefficiency', 'hopvariety', 'brewerskill')",beercrispness,4780
4781,"('Inkpigmentation', 'screenmesh', 'squeegeeangle', 'printerexpertise')",shirtbrightness,4781
4782,"('Goldpurity', 'furnacetemperature', 'moldintricacy', 'jewelercompetence')",ringluster,4782
4783,"('Grapevarietal', 'barrelwood', 'storagehumidity', 'vintnerdiscerning')",winecomplexity,4783
4784,"('Wooltexture', 'loomsettings', 'weaveintricacy', 'artisanmastery')",tapestrydimension,4784
4785,"('Treehealth', 'tapflowrate', 'boilduration', 'sugarmakerjudgment')",syrupconsistency,4785
4786,"('Onionpungency', 'tomatosweetness', 'herbbalance', 'cookfinesse')",pastasaucerichness,4786
4787,"('Metalalloy', 'castingform', 'finishpolishing', 'foundryartistry')",sculpturesheen,4787
4788,"('Maltvariety', 'hopblend', 'yeastvigor', 'brewmasterskill')",alefullness,4788
4789,"('Cocoaorigin', 'conchingduration', 'filleraddition', 'chocolatierskill')",bonbonsmoothness,4789
4790,"('Grapeharvesttiming', 'tankmaterial', 'blendingratios', 'winemakerprecision')",vintageevenness,4790
4791,"('Grainfeed', 'maturationconditions', 'maltingmethod', 'mashefficiency')",whiskycomplexity,4791
4792,"('Clayminerality', 'wheeltechnique', 'firingatmosphere', 'potterprowess')",ceramicstrength,4792
4793,"('Woolorigin', 'cardingmethod', 'yarntwist', 'dyerproficiency')",carpetuniformity,4793
4794,"('Treematurity', 'taplocation', 'boilrapidity', 'syrupproducerprowess')",mapleflavor,4794
4795,"('Flourprotein', 'kneadintensity', 'provetimeliness', 'bakerjudgment')",breadsoftness,4795
4796,"('Precipitation', 'WindSpeed', 'Temperature', 'CloudCover')",Rainfall,4796
4797,"('Income', 'Education', 'Age', 'NetWorth')",CreditScore,4797
4798,"('Length', 'Width', 'Height', 'Weight')",Volume,4798
4799,"('Calories', 'Fat', 'Protein', 'Carbohydrates')",Nutrition,4799
4800,"('StudyHours', 'Attendance', 'HomeworkScore', 'TestScore')",FinalGrade,4800
4801,"('Population', 'GDP', 'Exports', 'Imports')",EconomicGrowth,4801
4802,"('MarketingSpend', 'WebsiteTraffic', 'EmailSubscribers', 'SocialMediaFollowers')",Revenue,4802
4803,"('Acceleration', 'Velocity', 'Mass', 'Force')",KineticEnergy,4803
4804,"('Supply', 'Demand', 'Competition', 'BarrierstoEntry')",ProfitMargin,4804
4805,"('Hardness', 'TensileStrength', 'MeltingPoint', 'ThermalConductivity')",Durability,4805
4806,"('Acreage', 'SoilNutrients', 'Irrigation', 'Sunlight')",CropYield,4806
4807,"('Height', 'ArmSpan', 'LegLength', 'TorsoWidth')",Wingspan,4807
4808,"('Size', 'Portability', 'BatteryLife', 'ScreenQuality')",UserRating,4808
4809,"('Inflation', 'InterestRates', 'SavingsRate', 'Investments')",Wealth,4809
4810,"('Emissions', 'FossilFuelUse', 'ForestArea', 'RenewableEnergyUse')",ClimateImpact,4810
4811,"('Memory', 'CPUSpeed', 'GPUPower', 'StorageSpace')",Performance,4811
4812,"('Crimes', 'PoliceOfficers', 'Income', 'EducationAttainment')",PublicSafety,4812
4813,"('Reception', 'TransmissionStrength', 'Frequency', 'Interference')",SignalQuality,4813
4814,"('SpeciesDiversity', 'VegetationDensity', 'WaterQuality', 'LandUse')",EcosystemHealth,4814
4815,"('Velocity', 'Mass', 'Angle', 'Distance')",ProjectileMotion,4815
4816,"('FertilizerUse', 'Irrigation', 'Pesticides', 'CropRotation')",SoilHealth,4816
4817,"('CostPerClick', 'BounceRate', 'TimeonSite', 'SocialShares')",Ranking,4817
4818,"('MortalityRate', 'LifeExpectancy', 'HealthExpenditure', 'ImmunizationCoverage')",PopulationHealth,4818
4819,"('Interest', 'Ability', 'Motivation', 'TimeSpent')",SkillLevel,4819
4820,"('Length', 'Diameter', 'MaterialStrength', 'Pressure')",PipeFlowRate,4820
4821,"('Innovation', 'EmployeeEngagement', 'Leadership', 'ProcessEfficiency')",Productivity,4821
4822,"('Infections', 'QuarantinePolicy', 'PublicHealthMessaging', 'MedicalCapacity')",Containment,4822
4823,"('Sugar', 'Fiber', 'Vitamins', 'Fat')",NutritionScore,4823
4824,"('UVExposure', 'OzoneConcentration', 'ParticulateMatter', 'PollenCount')",RespiratoryRisk,4824
4825,"('Length', 'Stiffness', 'Weight', 'BalancePoint')",Performance,4825
4826,"('Amplitude', 'Frequency', 'Duration', 'Repetition')",Sound,4826
4827,"('governmentPolicy', 'EconomicFreedom', 'Investment', 'Infrastructure')",Prosperity,4827
4828,"('Strength', 'Flexibility', 'Technique', 'Strategy')",MartialArtsSkill,4828
4829,"('SugarContent', 'Acidity', 'Aroma', 'Appearance')",Taste,4829
4830,"('Effort', 'Ability', 'Teamwork', 'Strategy')",Success,4830
4831,"('Creativity', 'Persistence', 'Marketing', 'Timing')",Fame,4831
4832,"('Processor', 'RAM', 'Graphics', 'Cooling')",GamingPerformance,4832
4833,"('R&DInvestment', 'PatentsFiled', 'NewProductsLaunched', 'SalesRevenue')",InnovationOutput,4833
4834,"('PesticidesUsed', 'SoilAmendments', 'IrrigationMethod', 'VarietySelection')",CropHealth,4834
4835,"('Velocity', 'Distance', 'Gravity', 'AtmosphericDrag')",OrbitalPeriod,4835
