input,target,trial_id,task_id
"[0.6, 0.4, 2.0]",shapeproperties,95,489
"[0.5, 0.1, 6.0]",objectcategories,96,489
"[0.2, 0.5, 3.0]",shapeproperties,97,489
"[0.9, 0.8, 4.0]",objectcategories,98,489
"[0.7, 0.3, 1.0]",shapeproperties,99,489
"[30.0, 15.0, 0.0]",types,0,490
"[60.0, 25.0, 4.0]",furnituredimensions,1,490
"[20.0, 10.0, 0.0]",types,2,490
"[55.0, 22.0, 3.0]",furnituredimensions,3,490
"[35.0, 18.0, 0.0]",types,4,490
"[65.0, 28.0, 5.0]",furnituredimensions,5,490
"[25.0, 12.0, 0.0]",types,6,490
"[50.0, 20.0, 2.0]",furnituredimensions,7,490
"[40.0, 19.0, 0.0]",types,8,490
"[70.0, 30.0, 6.0]",furnituredimensions,9,490
"[32.0, 16.0, 0.0]",types,10,490
"[58.0, 24.0, 3.0]",furnituredimensions,11,490
"[28.0, 14.0, 0.0]",types,12,490
"[62.0, 26.0, 5.0]",furnituredimensions,13,490
"[38.0, 17.0, 0.0]",types,14,490
"[72.0, 32.0, 7.0]",furnituredimensions,15,490
"[34.0, 18.0, 0.0]",types,16,490
"[56.0, 23.0, 3.0]",furnituredimensions,17,490
"[29.0, 15.0, 0.0]",types,18,490
"[68.0, 29.0, 6.0]",furnituredimensions,19,490
"[36.0, 19.0, 0.0]",types,20,490
"[60.0, 25.0, 4.0]",furnituredimensions,21,490
"[31.0, 16.0, 0.0]",types,22,490
"[63.0, 27.0, 5.0]",furnituredimensions,23,490
"[39.0, 18.0, 0.0]",types,24,490
"[75.0, 33.0, 8.0]",furnituredimensions,25,490
"[33.0, 17.0, 0.0]",types,26,490
"[59.0, 24.0, 3.0]",furnituredimensions,27,490
"[27.0, 13.0, 0.0]",types,28,490
"[71.0, 31.0, 7.0]",furnituredimensions,29,490
"[37.0, 19.0, 0.0]",types,30,490
"[57.0, 23.0, 3.0]",furnituredimensions,31,490
"[30.0, 15.0, 0.0]",types,32,490
"[69.0, 30.0, 6.0]",furnituredimensions,33,490
"[35.0, 18.0, 0.0]",types,34,490
"[73.0, 34.0, 8.0]",furnituredimensions,35,490
"[32.0, 16.0, 0.0]",types,36,490
"[61.0, 26.0, 5.0]",furnituredimensions,37,490
"[29.0, 14.0, 0.0]",types,38,490
"[66.0, 28.0, 4.0]",furnituredimensions,39,490
"[38.0, 19.0, 0.0]",types,40,490
"[64.0, 27.0, 5.0]",furnituredimensions,41,490
"[34.0, 17.0, 0.0]",types,42,490
"[72.0, 32.0, 7.0]",furnituredimensions,43,490
"[36.0, 19.0, 0.0]",types,44,490
"[58.0, 24.0, 3.0]",furnituredimensions,45,490
"[31.0, 16.0, 0.0]",types,46,490
"[67.0, 29.0, 6.0]",furnituredimensions,47,490
"[39.0, 18.0, 0.0]",types,48,490
"[74.0, 35.0, 8.0]",furnituredimensions,49,490
"[33.0, 17.0, 0.0]",types,50,490
"[60.0, 25.0, 4.0]",furnituredimensions,51,490
"[28.0, 14.0, 0.0]",types,52,490
"[68.0, 30.0, 6.0]",furnituredimensions,53,490
"[37.0, 19.0, 0.0]",types,54,490
"[63.0, 27.0, 5.0]",furnituredimensions,55,490
"[30.0, 15.0, 0.0]",types,56,490
"[71.0, 31.0, 7.0]",furnituredimensions,57,490
"[35.0, 18.0, 0.0]",types,58,490
"[65.0, 28.0, 4.0]",furnituredimensions,59,490
"[32.0, 16.0, 0.0]",types,60,490
"[62.0, 26.0, 5.0]",furnituredimensions,61,490
"[29.0, 14.0, 0.0]",types,62,490
"[69.0, 30.0, 6.0]",furnituredimensions,63,490
"[38.0, 19.0, 0.0]",types,64,490
"[73.0, 34.0, 8.0]",furnituredimensions,65,490
"[34.0, 17.0, 0.0]",types,66,490
"[58.0, 24.0, 3.0]",furnituredimensions,67,490
"[31.0, 16.0, 0.0]",types,68,490
"[66.0, 28.0, 4.0]",furnituredimensions,69,490
"[39.0, 18.0, 0.0]",types,70,490
"[64.0, 27.0, 5.0]",furnituredimensions,71,490
"[33.0, 17.0, 0.0]",types,72,490
"[72.0, 32.0, 7.0]",furnituredimensions,73,490
"[36.0, 19.0, 0.0]",types,74,490
"[60.0, 25.0, 4.0]",furnituredimensions,75,490
"[28.0, 14.0, 0.0]",types,76,490
"[68.0, 30.0, 6.0]",furnituredimensions,77,490
"[37.0, 19.0, 0.0]",types,78,490
"[63.0, 27.0, 5.0]",furnituredimensions,79,490
"[30.0, 15.0, 0.0]",types,80,490
"[71.0, 31.0, 7.0]",furnituredimensions,81,490
"[35.0, 18.0, 0.0]",types,82,490
"[65.0, 28.0, 4.0]",furnituredimensions,83,490
"[32.0, 16.0, 0.0]",types,84,490
"[62.0, 26.0, 5.0]",furnituredimensions,85,490
"[29.0, 14.0, 0.0]",types,86,490
"[69.0, 30.0, 6.0]",furnituredimensions,87,490
"[38.0, 19.0, 0.0]",types,88,490
"[73.0, 34.0, 8.0]",furnituredimensions,89,490
"[34.0, 17.0, 0.0]",types,90,490
"[58.0, 24.0, 3.0]",furnituredimensions,91,490
"[31.0, 16.0, 0.0]",types,92,490
"[66.0, 28.0, 4.0]",furnituredimensions,93,490
"[39.0, 18.0, 0.0]",types,94,490
"[64.0, 27.0, 5.0]",furnituredimensions,95,490
"[33.0, 17.0, 0.0]",types,96,490
"[72.0, 32.0, 7.0]",furnituredimensions,97,490
"[36.0, 19.0, 0.0]",types,98,490
"[61.0, 26.0, 5.0]",furnituredimensions,99,490
"[0.4, 0.7, 240.0]",colorattributes,0,491
"[0.5, 0.3, 210.0]",colorattributes,1,491
"[0.6, 0.9, 270.0]",groups,2,491
"[0.3, 0.5, 200.0]",colorattributes,3,491
"[0.7, 0.8, 250.0]",groups,4,491
"[0.5, 0.4, 220.0]",colorattributes,5,491
"[0.4, 0.9, 260.0]",groups,6,491
"[0.6, 0.7, 230.0]",colorattributes,7,491
"[0.8, 0.6, 240.0]",groups,8,491
"[0.5, 0.8, 210.0]",colorattributes,9,491
"[0.7, 0.5, 270.0]",groups,10,491
"[0.4, 0.6, 200.0]",colorattributes,11,491
"[0.9, 0.7, 250.0]",groups,12,491
"[0.6, 0.3, 220.0]",colorattributes,13,491
"[0.5, 0.9, 260.0]",groups,14,491
"[0.8, 0.4, 230.0]",colorattributes,15,491
"[0.7, 0.8, 240.0]",groups,16,491
"[0.6, 0.5, 210.0]",colorattributes,17,491
"[0.4, 0.7, 270.0]",groups,18,491
"[0.9, 0.6, 200.0]",colorattributes,19,491
"[0.5, 0.4, 250.0]",groups,20,491
"[0.8, 0.9, 220.0]",colorattributes,21,491
"[0.7, 0.3, 260.0]",groups,22,491
"[0.6, 0.8, 230.0]",colorattributes,23,491
"[0.4, 0.5, 240.0]",groups,24,491
"[0.9, 0.8, 210.0]",colorattributes,25,491
"[0.5, 0.6, 270.0]",groups,26,491
"[0.8, 0.7, 200.0]",colorattributes,27,491
"[0.6, 0.4, 250.0]",groups,28,491
"[0.7, 0.9, 220.0]",colorattributes,29,491
"[0.5, 0.7, 260.0]",groups,30,491
"[0.4, 0.8, 230.0]",colorattributes,31,491
"[0.9, 0.5, 240.0]",groups,32,491
"[0.8, 0.6, 210.0]",colorattributes,33,491
"[0.6, 0.9, 270.0]",groups,34,491
"[0.5, 0.4, 200.0]",colorattributes,35,491
"[0.7, 0.8, 250.0]",groups,36,491
"[0.4, 0.6, 220.0]",colorattributes,37,491
"[0.9, 0.7, 260.0]",groups,38,491
"[0.6, 0.5, 230.0]",colorattributes,39,491
"[0.8, 0.4, 240.0]",groups,40,491
"[0.5, 0.9, 210.0]",colorattributes,41,491
"[0.7, 0.3, 270.0]",groups,42,491
"[0.4, 0.7, 200.0]",colorattributes,43,491
"[0.9, 0.6, 250.0]",groups,44,491
"[0.6, 0.8, 220.0]",colorattributes,45,491
"[0.5, 0.4, 260.0]",groups,46,491
"[0.8, 0.9, 230.0]",colorattributes,47,491
"[0.7, 0.5, 240.0]",groups,48,491
"[0.4, 0.8, 210.0]",colorattributes,49,491
"[0.9, 0.4, 270.0]",groups,50,491
"[0.6, 0.7, 200.0]",colorattributes,51,491
"[0.5, 0.6, 250.0]",groups,52,491
"[0.8, 0.5, 220.0]",colorattributes,53,491
"[0.7, 0.9, 260.0]",groups,54,491
"[0.4, 0.5, 230.0]",colorattributes,55,491
"[0.9, 0.8, 240.0]",groups,56,491
"[0.6, 0.4, 210.0]",colorattributes,57,491
"[0.5, 0.7, 270.0]",groups,58,491
"[0.8, 0.6, 200.0]",colorattributes,59,491
"[0.7, 0.3, 250.0]",groups,60,491
"[0.4, 0.9, 220.0]",colorattributes,61,491
"[0.9, 0.5, 260.0]",groups,62,491
"[0.6, 0.8, 230.0]",colorattributes,63,491
"[0.5, 0.4, 240.0]",groups,64,491
"[0.8, 0.7, 210.0]",colorattributes,65,491
"[0.7, 0.6, 270.0]",groups,66,491
"[0.4, 0.5, 200.0]",colorattributes,67,491
"[0.9, 0.4, 250.0]",groups,68,491
"[0.6, 0.9, 220.0]",colorattributes,69,491
"[0.5, 0.6, 260.0]",groups,70,491
"[0.8, 0.8, 230.0]",colorattributes,71,491
"[0.7, 0.5, 240.0]",groups,72,491
"[0.4, 0.7, 210.0]",colorattributes,73,491
"[0.9, 0.6, 270.0]",groups,74,491
"[0.6, 0.4, 200.0]",colorattributes,75,491
"[0.5, 0.9, 250.0]",groups,76,491
"[0.8, 0.5, 220.0]",colorattributes,77,491
"[0.7, 0.8, 260.0]",groups,78,491
"[0.4, 0.6, 230.0]",colorattributes,79,491
"[0.9, 0.7, 240.0]",groups,80,491
"[0.6, 0.5, 210.0]",colorattributes,81,491
"[0.5, 0.4, 270.0]",groups,82,491
"[0.8, 0.9, 200.0]",colorattributes,83,491
"[0.7, 0.3, 250.0]",groups,84,491
"[0.4, 0.8, 220.0]",colorattributes,85,491
"[0.9, 0.5, 260.0]",groups,86,491
"[0.6, 0.7, 230.0]",colorattributes,87,491
"[0.5, 0.6, 240.0]",groups,88,491
"[0.8, 0.4, 210.0]",colorattributes,89,491
"[0.7, 0.9, 270.0]",groups,90,491
"[0.4, 0.5, 200.0]",colorattributes,91,491
"[0.9, 0.6, 250.0]",groups,92,491
"[0.6, 0.8, 220.0]",colorattributes,93,491
"[0.5, 0.4, 260.0]",groups,94,491
"[0.8, 0.7, 230.0]",colorattributes,95,491
"[0.7, 0.5, 240.0]",groups,96,491
"[0.4, 0.9, 210.0]",colorattributes,97,491
"[0.9, 0.8, 270.0]",groups,98,491
"[0.6, 0.6, 200.0]",colorattributes,99,491
"[0.2, 0.8, 0.4]",metal,0,492
"[0.5, 0.3, 0.6]",metal,1,492
"[0.9, 0.1, 0.7]",nonmetal,2,492
"[0.4, 0.6, 0.3]",nonmetal,3,492
"[0.1, 0.9, 0.2]",nonmetal,4,492
"[0.7, 0.4, 0.8]",metal,5,492
"[0.6, 0.5, 0.9]",metal,6,492
"[0.3, 0.7, 0.1]",nonmetal,7,492
"[0.8, 0.2, 0.5]",metal,8,492
"[0.5, 0.9, 0.4]",nonmetal,9,492
"[0.2, 0.6, 0.8]",metal,10,492
"[0.9, 0.3, 0.7]",nonmetal,11,492
"[0.4, 0.5, 0.2]",nonmetal,12,492
"[0.7, 0.8, 0.6]",metal,13,492
"[0.1, 0.4, 0.9]",nonmetal,14,492
"[0.6, 0.2, 0.5]",metal,15,492
"[0.5, 0.7, 0.3]",nonmetal,16,492
"[0.8, 0.9, 0.4]",metal,17,492
"[0.3, 0.1, 0.6]",nonmetal,18,492
"[0.4, 0.8, 0.7]",metal,19,492
"[0.9, 0.5, 0.2]",nonmetal,20,492
"[0.2, 0.3, 0.8]",metal,21,492
"[0.7, 0.6, 0.5]",metal,22,492
"[0.5, 0.4, 0.9]",nonmetal,23,492
"[0.1, 0.7, 0.3]",nonmetal,24,492
"[0.6, 0.9, 0.4]",metal,25,492
"[0.8, 0.5, 0.2]",metal,26,492
"[0.4, 0.2, 0.6]",nonmetal,27,492
"[0.3, 0.8, 0.7]",nonmetal,28,492
"[0.9, 0.6, 0.5]",nonmetal,29,492
"[0.2, 0.5, 0.8]",metal,30,492
"[0.7, 0.3, 0.4]",metal,31,492
"[0.5, 0.2, 0.9]",nonmetal,32,492
"[0.1, 0.8, 0.6]",nonmetal,33,492
"[0.6, 0.4, 0.7]",metal,34,492
"[0.8, 0.9, 0.3]",metal,35,492
"[0.3, 0.6, 0.5]",nonmetal,36,492
"[0.4, 0.7, 0.2]",nonmetal,37,492
"[0.9, 0.5, 0.8]",nonmetal,38,492
"[0.2, 0.3, 0.4]",metal,39,492
"[0.7, 0.9, 0.6]",metal,40,492
"[0.5, 0.2, 0.7]",nonmetal,41,492
"[0.1, 0.6, 0.9]",nonmetal,42,492
"[0.6, 0.8, 0.5]",metal,43,492
"[0.8, 0.4, 0.3]",metal,44,492
"[0.4, 0.5, 0.6]",nonmetal,45,492
"[0.3, 0.7, 0.8]",nonmetal,46,492
"[0.9, 0.2, 0.4]",nonmetal,47,492
"[0.2, 0.9, 0.7]",metal,48,492
"[0.7, 0.5, 0.3]",metal,49,492
"[0.5, 0.6, 0.2]",nonmetal,50,492
"[0.1, 0.3, 0.8]",nonmetal,51,492
"[0.6, 0.7, 0.9]",metal,52,492
"[0.8, 0.3, 0.5]",metal,53,492
"[0.4, 0.9, 0.6]",nonmetal,54,492
"[0.3, 0.2, 0.7]",nonmetal,55,492
"[0.9, 0.8, 0.4]",nonmetal,56,492
"[0.2, 0.4, 0.3]",metal,57,492
"[0.7, 0.2, 0.5]",metal,58,492
"[0.5, 0.3, 0.9]",nonmetal,59,492
"[0.1, 0.5, 0.7]",nonmetal,60,492
"[0.6, 0.9, 0.2]",metal,61,492
"[0.8, 0.6, 0.5]",metal,62,492
"[0.4, 0.7, 0.3]",nonmetal,63,492
"[0.3, 0.5, 0.8]",nonmetal,64,492
"[0.9, 0.4, 0.6]",nonmetal,65,492
"[0.2, 0.8, 0.7]",metal,66,492
"[0.7, 0.3, 0.2]",metal,67,492
"[0.5, 0.9, 0.5]",nonmetal,68,492
"[0.1, 0.2, 0.4]",nonmetal,69,492
"[0.6, 0.5, 0.8]",metal,70,492
"[0.8, 0.7, 0.3]",metal,71,492
"[0.4, 0.2, 0.5]",nonmetal,72,492
"[0.3, 0.9, 0.6]",nonmetal,73,492
"[0.9, 0.8, 0.7]",nonmetal,74,492
"[0.2, 0.5, 0.3]",metal,75,492
"[0.7, 0.4, 0.9]",metal,76,492
"[0.5, 0.6, 0.7]",nonmetal,77,492
"[0.1, 0.9, 0.8]",nonmetal,78,492
"[0.6, 0.3, 0.5]",metal,79,492
"[0.8, 0.5, 0.2]",metal,80,492
"[0.4, 0.8, 0.6]",nonmetal,81,492
"[0.3, 0.2, 0.9]",nonmetal,82,492
"[0.9, 0.6, 0.8]",nonmetal,83,492
"[0.2, 0.7, 0.4]",metal,84,492
"[0.7, 0.9, 0.5]",metal,85,492
"[0.5, 0.4, 0.3]",nonmetal,86,492
"[0.1, 0.8, 0.9]",nonmetal,87,492
"[0.6, 0.5, 0.7]",metal,88,492
"[0.8, 0.3, 0.2]",metal,89,492
"[0.4, 0.6, 0.5]",nonmetal,90,492
"[0.3, 0.9, 0.7]",nonmetal,91,492
"[0.9, 0.5, 0.4]",nonmetal,92,492
"[0.2, 0.4, 0.8]",metal,93,492
"[0.7, 0.2, 0.6]",metal,94,492
"[0.5, 0.7, 0.9]",nonmetal,95,492
"[0.1, 0.3, 0.5]",nonmetal,96,492
"[0.6, 0.8, 0.3]",metal,97,492
"[0.8, 0.9, 0.6]",metal,98,492
"[0.4, 0.5, 0.7]",nonmetal,99,492
"[3.0, 5.0, 2.0]",plantparts,0,493
"[2.0, 4.0, 3.0]",plantparts,1,493
"[1.0, 6.0, 1.0]",plantparts,2,493
"[5.0, 3.0, 4.0]",biologystructures,3,493
"[4.0, 2.0, 5.0]",biologystructures,4,493
"[3.0, 7.0, 2.0]",plantparts,5,493
"[2.0, 5.0, 3.0]",plantparts,6,493
"[6.0, 4.0, 1.0]",biologystructures,7,493
"[1.0, 8.0, 2.0]",plantparts,8,493
"[5.0, 6.0, 3.0]",biologystructures,9,493
"[4.0, 3.0, 5.0]",biologystructures,10,493
"[3.0, 9.0, 1.0]",plantparts,11,493
"[2.0, 7.0, 4.0]",plantparts,12,493
"[6.0, 5.0, 2.0]",biologystructures,13,493
"[1.0, 10.0, 3.0]",plantparts,14,493
"[5.0, 8.0, 4.0]",biologystructures,15,493
"[4.0, 4.0, 6.0]",biologystructures,16,493
"[3.0, 11.0, 2.0]",plantparts,17,493
"[2.0, 9.0, 5.0]",plantparts,18,493
"[6.0, 7.0, 3.0]",biologystructures,19,493
"[1.0, 12.0, 4.0]",plantparts,20,493
"[5.0, 10.0, 5.0]",biologystructures,21,493
"[4.0, 5.0, 7.0]",biologystructures,22,493
"[3.0, 13.0, 1.0]",plantparts,23,493
"[2.0, 11.0, 6.0]",plantparts,24,493
"[6.0, 9.0, 4.0]",biologystructures,25,493
"[1.0, 14.0, 5.0]",plantparts,26,493
"[5.0, 12.0, 6.0]",biologystructures,27,493
"[4.0, 6.0, 8.0]",biologystructures,28,493
"[3.0, 15.0, 2.0]",plantparts,29,493
"[2.0, 13.0, 7.0]",plantparts,30,493
"[6.0, 11.0, 5.0]",biologystructures,31,493
"[1.0, 16.0, 6.0]",plantparts,32,493
"[5.0, 14.0, 7.0]",biologystructures,33,493
"[4.0, 7.0, 9.0]",biologystructures,34,493
"[3.0, 17.0, 3.0]",plantparts,35,493
"[2.0, 15.0, 8.0]",plantparts,36,493
"[6.0, 13.0, 6.0]",biologystructures,37,493
"[1.0, 18.0, 7.0]",plantparts,38,493
"[5.0, 16.0, 8.0]",biologystructures,39,493
"[4.0, 8.0, 10.0]",biologystructures,40,493
"[3.0, 19.0, 4.0]",plantparts,41,493
"[2.0, 17.0, 9.0]",plantparts,42,493
"[6.0, 15.0, 7.0]",biologystructures,43,493
"[1.0, 20.0, 8.0]",plantparts,44,493
"[5.0, 18.0, 9.0]",biologystructures,45,493
"[4.0, 9.0, 11.0]",biologystructures,46,493
"[3.0, 21.0, 5.0]",plantparts,47,493
"[2.0, 19.0, 10.0]",plantparts,48,493
"[6.0, 17.0, 8.0]",biologystructures,49,493
"[1.0, 22.0, 9.0]",plantparts,50,493
"[5.0, 20.0, 10.0]",biologystructures,51,493
"[4.0, 10.0, 12.0]",biologystructures,52,493
"[3.0, 23.0, 6.0]",plantparts,53,493
"[2.0, 21.0, 11.0]",plantparts,54,493
"[6.0, 19.0, 9.0]",biologystructures,55,493
"[1.0, 24.0, 10.0]",plantparts,56,493
"[5.0, 22.0, 11.0]",biologystructures,57,493
"[4.0, 11.0, 13.0]",biologystructures,58,493
"[3.0, 25.0, 7.0]",plantparts,59,493
"[2.0, 23.0, 12.0]",plantparts,60,493
"[6.0, 21.0, 10.0]",biologystructures,61,493
"[1.0, 26.0, 11.0]",plantparts,62,493
"[5.0, 24.0, 12.0]",biologystructures,63,493
"[4.0, 12.0, 14.0]",biologystructures,64,493
"[3.0, 27.0, 8.0]",plantparts,65,493
"[2.0, 25.0, 13.0]",plantparts,66,493
"[6.0, 23.0, 11.0]",biologystructures,67,493
"[1.0, 28.0, 12.0]",plantparts,68,493
"[5.0, 26.0, 13.0]",biologystructures,69,493
"[4.0, 13.0, 15.0]",biologystructures,70,493
"[3.0, 29.0, 9.0]",plantparts,71,493
"[2.0, 27.0, 14.0]",plantparts,72,493
"[6.0, 25.0, 12.0]",biologystructures,73,493
"[1.0, 30.0, 13.0]",plantparts,74,493
"[5.0, 28.0, 14.0]",biologystructures,75,493
"[4.0, 14.0, 16.0]",biologystructures,76,493
"[3.0, 31.0, 10.0]",plantparts,77,493
"[2.0, 29.0, 15.0]",plantparts,78,493
"[6.0, 27.0, 13.0]",biologystructures,79,493
"[1.0, 32.0, 14.0]",plantparts,80,493
"[5.0, 30.0, 15.0]",biologystructures,81,493
"[4.0, 15.0, 17.0]",biologystructures,82,493
"[3.0, 33.0, 11.0]",plantparts,83,493
"[2.0, 31.0, 16.0]",plantparts,84,493
"[6.0, 29.0, 14.0]",biologystructures,85,493
"[1.0, 34.0, 15.0]",plantparts,86,493
"[5.0, 32.0, 16.0]",biologystructures,87,493
"[4.0, 16.0, 18.0]",biologystructures,88,493
"[3.0, 35.0, 12.0]",plantparts,89,493
"[2.0, 33.0, 17.0]",plantparts,90,493
"[6.0, 31.0, 15.0]",biologystructures,91,493
"[1.0, 36.0, 16.0]",plantparts,92,493
"[5.0, 34.0, 17.0]",biologystructures,93,493
"[4.0, 17.0, 19.0]",biologystructures,94,493
"[3.0, 37.0, 13.0]",plantparts,95,493
"[2.0, 35.0, 18.0]",plantparts,96,493
"[6.0, 33.0, 16.0]",biologystructures,97,493
"[1.0, 38.0, 17.0]",plantparts,98,493
"[5.0, 36.0, 18.0]",biologystructures,99,493
"[2.0, 5.0, 8.0]",storyelements,0,494
"[1.0, 4.0, 6.0]",literaryforms,1,494
"[3.0, 7.0, 9.0]",storyelements,2,494
"[2.0, 3.0, 5.0]",literaryforms,3,494
"[4.0, 6.0, 8.0]",storyelements,4,494
"[1.0, 2.0, 7.0]",literaryforms,5,494
"[5.0, 8.0, 3.0]",storyelements,6,494
"[6.0, 9.0, 4.0]",literaryforms,7,494
"[3.0, 1.0, 6.0]",storyelements,8,494
"[7.0, 5.0, 2.0]",literaryforms,9,494
"[9.0, 3.0, 8.0]",storyelements,10,494
"[4.0, 6.0, 1.0]",literaryforms,11,494
"[8.0, 2.0, 5.0]",storyelements,12,494
"[1.0, 9.0, 7.0]",literaryforms,13,494
"[6.0, 3.0, 4.0]",storyelements,14,494
"[5.0, 1.0, 8.0]",literaryforms,15,494
"[2.0, 6.0, 9.0]",storyelements,16,494
"[7.0, 4.0, 3.0]",literaryforms,17,494
"[3.0, 8.0, 2.0]",storyelements,18,494
"[9.0, 5.0, 1.0]",literaryforms,19,494
"[4.0, 2.0, 6.0]",storyelements,20,494
"[1.0, 3.0, 7.0]",literaryforms,21,494
"[8.0, 9.0, 5.0]",storyelements,22,494
"[6.0, 1.0, 4.0]",literaryforms,23,494
"[2.0, 5.0, 3.0]",storyelements,24,494
"[7.0, 6.0, 8.0]",literaryforms,25,494
"[3.0, 4.0, 2.0]",storyelements,26,494
"[9.0, 7.0, 1.0]",literaryforms,27,494
"[5.0, 2.0, 6.0]",storyelements,28,494
"[1.0, 8.0, 4.0]",literaryforms,29,494
"[6.0, 3.0, 9.0]",storyelements,30,494
"[4.0, 5.0, 7.0]",literaryforms,31,494
"[2.0, 1.0, 8.0]",storyelements,32,494
"[7.0, 9.0, 3.0]",literaryforms,33,494
"[8.0, 4.0, 5.0]",storyelements,34,494
"[3.0, 6.0, 2.0]",literaryforms,35,494
"[1.0, 5.0, 9.0]",storyelements,36,494
"[4.0, 7.0, 6.0]",literaryforms,37,494
"[9.0, 2.0, 8.0]",storyelements,38,494
"[6.0, 1.0, 3.0]",literaryforms,39,494
"[5.0, 4.0, 2.0]",storyelements,40,494
"[7.0, 8.0, 9.0]",literaryforms,41,494
"[2.0, 6.0, 1.0]",storyelements,42,494
"[3.0, 5.0, 7.0]",literaryforms,43,494
"[8.0, 9.0, 4.0]",storyelements,44,494
"[1.0, 2.0, 6.0]",literaryforms,45,494
"[4.0, 3.0, 5.0]",storyelements,46,494
"[7.0, 1.0, 8.0]",literaryforms,47,494
"[9.0, 6.0, 2.0]",storyelements,48,494
"[5.0, 4.0, 1.0]",literaryforms,49,494
"[2.0, 8.0, 3.0]",storyelements,50,494
"[6.0, 7.0, 9.0]",literaryforms,51,494
"[3.0, 1.0, 4.0]",storyelements,52,494
"[8.0, 5.0, 6.0]",literaryforms,53,494
"[4.0, 2.0, 7.0]",storyelements,54,494
"[1.0, 9.0, 3.0]",literaryforms,55,494
"[7.0, 6.0, 5.0]",storyelements,56,494
"[9.0, 8.0, 2.0]",literaryforms,57,494
"[5.0, 3.0, 1.0]",storyelements,58,494
"[2.0, 4.0, 6.0]",literaryforms,59,494
"[8.0, 7.0, 9.0]",storyelements,60,494
"[3.0, 5.0, 2.0]",literaryforms,61,494
"[1.0, 6.0, 4.0]",storyelements,62,494
"[9.0, 3.0, 8.0]",literaryforms,63,494
"[4.0, 2.0, 5.0]",storyelements,64,494
"[7.0, 1.0, 6.0]",literaryforms,65,494
"[2.0, 9.0, 3.0]",storyelements,66,494
"[5.0, 8.0, 4.0]",literaryforms,67,494
"[6.0, 7.0, 2.0]",storyelements,68,494
"[3.0, 4.0, 9.0]",literaryforms,69,494
"[8.0, 5.0, 1.0]",storyelements,70,494
"[1.0, 2.0, 7.0]",literaryforms,71,494
"[9.0, 6.0, 5.0]",storyelements,72,494
"[4.0, 3.0, 8.0]",literaryforms,73,494
"[2.0, 1.0, 9.0]",storyelements,74,494
"[7.0, 5.0, 6.0]",literaryforms,75,494
"[3.0, 8.0, 4.0]",storyelements,76,494
"[6.0, 2.0, 1.0]",literaryforms,77,494
"[5.0, 9.0, 7.0]",storyelements,78,494
"[8.0, 4.0, 3.0]",literaryforms,79,494
"[1.0, 5.0, 2.0]",storyelements,80,494
"[9.0, 7.0, 6.0]",literaryforms,81,494
"[2.0, 3.0, 8.0]",storyelements,82,494
"[4.0, 6.0, 5.0]",literaryforms,83,494
"[7.0, 1.0, 9.0]",storyelements,84,494
"[3.0, 2.0, 4.0]",literaryforms,85,494
"[8.0, 5.0, 6.0]",storyelements,86,494
"[1.0, 9.0, 7.0]",literaryforms,87,494
"[4.0, 3.0, 2.0]",storyelements,88,494
"[6.0, 5.0, 8.0]",literaryforms,89,494
"[2.0, 7.0, 9.0]",storyelements,90,494
"[5.0, 1.0, 4.0]",literaryforms,91,494
"[3.0, 8.0, 6.0]",storyelements,92,494
"[9.0, 2.0, 5.0]",literaryforms,93,494
"[7.0, 4.0, 1.0]",storyelements,94,494
"[1.0, 6.0, 3.0]",literaryforms,95,494
"[8.0, 9.0, 2.0]",storyelements,96,494
"[5.0, 7.0, 4.0]",literaryforms,97,494
"[2.0, 3.0, 6.0]",storyelements,98,494
"[4.0, 5.0, 8.0]",literaryforms,99,494
"[3.0, 5.0, 2.0]",ensemblesections,0,495
"[2.0, 4.0, 3.0]",musicgroupings,1,495
"[5.0, 3.0, 4.0]",ensemblesections,2,495
"[1.0, 2.0, 5.0]",musicgroupings,3,495
"[4.0, 6.0, 1.0]",ensemblesections,4,495
"[3.0, 2.0, 6.0]",musicgroupings,5,495
"[6.0, 5.0, 3.0]",ensemblesections,6,495
"[2.0, 1.0, 4.0]",musicgroupings,7,495
"[5.0, 4.0, 2.0]",ensemblesections,8,495
"[1.0, 6.0, 5.0]",musicgroupings,9,495
"[4.0, 3.0, 6.0]",ensemblesections,10,495
"[3.0, 5.0, 1.0]",musicgroupings,11,495
"[2.0, 2.0, 3.0]",ensemblesections,12,495
"[6.0, 1.0, 4.0]",musicgroupings,13,495
"[5.0, 6.0, 5.0]",ensemblesections,14,495
"[4.0, 2.0, 2.0]",musicgroupings,15,495
"[1.0, 3.0, 6.0]",ensemblesections,16,495
"[3.0, 4.0, 5.0]",musicgroupings,17,495
"[2.0, 5.0, 1.0]",ensemblesections,18,495
"[6.0, 2.0, 3.0]",musicgroupings,19,495
"[5.0, 1.0, 4.0]",ensemblesections,20,495
"[4.0, 6.0, 2.0]",musicgroupings,21,495
"[3.0, 3.0, 6.0]",ensemblesections,22,495
"[2.0, 4.0, 5.0]",musicgroupings,23,495
"[1.0, 5.0, 3.0]",ensemblesections,24,495
"[6.0, 3.0, 2.0]",musicgroupings,25,495
"[5.0, 2.0, 6.0]",ensemblesections,26,495
"[4.0, 1.0, 5.0]",musicgroupings,27,495
"[3.0, 6.0, 4.0]",ensemblesections,28,495
